STATE,STATENAME,ST_CASE,VEH_NO,PVE_FORMS,PMONTH,PMONTHNAME,PDAY,PDAYNAME,PHOUR,PHOURNAME,PMINUTE,PMINUTENAME,PHARM_EV,PHARM_EVNAME,PMAN_COLL,PMAN_COLLNAME,PNUMOCCS,PNUMOCCSNAME,PTYPE,PTYPENAME,PHIT_RUN,PHIT_RUNNAME,PREG_STAT,PREG_STATNAME,POWNER,POWNERNAME,PVIN,PVINNAME,PMODYEAR,PMODYEARNAME,PVPICMAKE,PVPICMAKENAME,PVPICMODEL,PVPICMODELNAME,PVPICBODYCLASS,PVPICBODYCLASSNAME,PMAKE,PMAKENAME,PMODEL,PBODYTYP,PBODYTYPNAME,PICFINALBODY,PICFINALBODYNAME,PGVWR_FROM,PGVWR_FROMNAME,PGVWR_TO,PGVWR_TONAME,PTRAILER,PTRAILERNAME,PTRLR1VIN,PTRLR1VINNAME,PTRLR2VIN,PTRLR2VINNAME,PTRLR3VIN,PTRLR3VINNAME,PTRLR1GVWR,PTRLR1GVWRNAME,PTRLR2GVWR,PTRLR2GVWRNAME,PTRLR3GVWR,PTRLR3GVWRNAME,PMCARR_ID,PMCARR_IDNAME,PMCARR_I1,PMCARR_I1NAME,PMCARR_I2,PMCARR_I2NAME,PV_CONFIG,PV_CONFIGNAME,PCARGTYP,PCARGTYPNAME,PHAZ_INV,PHAZ_INVNAME,PHAZPLAC,PHAZPLACNAME,PHAZ_ID,PHAZ_IDNAME,PHAZ_CNO,PHAZ_CNONAME,PHAZ_REL,PHAZ_RELNAME,PBUS_USE,PBUS_USENAME,PSP_USE,PSP_USENAME,PEM_USE,PEM_USENAME,PUNDEROVERRIDE,PUNDEROVERRIDENAME,PIMPACT1,PIMPACT1NAME,PVEH_SEV,PVEH_SEVNAME,PTOWED,PTOWEDNAME,PM_HARM,PM_HARMNAME,PFIRE,PFIRENAME,PMAK_MOD,PMAK_MODNAME,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PDEATHS
26,Michigan,260748,3,1,9,September,27,27,19,7:00pm-7:59pm,36,36,53,Mail Box,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,26,Michigan,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1FALP4047TF1,1FALP4047TF1,1996,1996,460,Ford,1781,Mustang,3,Coupe,12,Ford,3,2,"2-door sedan,hardtop,coupe",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,7,Not Applicable,3,3 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,12003,Ford Mustang/Mustang II,1,F,A,L,P,4,0,4,7,T,F,1,0
26,Michigan,260753,3,2,10,October,25,25,7,7:00am-7:59am,56,56,12,Motor Vehicle In-Transport,6,Angle,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,26,Michigan,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,3C6UR5CJ1NG3,3C6UR5CJ1NG3,2022,2022,496,Ram,13621,2500,60,Pickup,7,Dodge,482,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,8,Not Reported,11,11 Clock Point,2,Minor Damage,5,Not Towed,14,Parked Motor Vehicle,0,No or Not Reported,7482,Dodge Ram Pickup,3,C,6,U,R,5,C,J,1,N,G,3,0
26,Michigan,260753,4,2,10,October,25,25,7,7:00am-7:59am,56,56,12,Motor Vehicle In-Transport,6,Angle,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,26,Michigan,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,3C6UR5DL4NG3,3C6UR5DL4NG3,2022,2022,496,Ram,13621,2500,60,Pickup,7,Dodge,482,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,8,Not Reported,9,9 Clock Point,2,Minor Damage,5,Not Towed,14,Parked Motor Vehicle,0,No or Not Reported,7482,Dodge Ram Pickup,3,C,6,U,R,5,D,L,4,N,G,3,0
26,Michigan,260763,2,1,8,August,29,29,0,0:00am-0:59am,27,27,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,91,Not Reported,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,888888888888,Not Reported,9998,Not Reported,99998,Not Reported,99998,Not Reported,998,Not Reported,97,Not Reported,997,98,Not Reported,0,Not Applicable,98,Not Reported,98,Not Reported,0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,99999999999,Unknown,99,Unknown,999999999,Unknown,99,Unknown,99,Unknown,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,8,Not Reported,99,Reported as Unknown,8,Not Reported,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,97997,Not Reported Not Reported,8,8,8,8,8,8,8,8,8,8,8,8,0
26,Michigan,260763,3,1,8,August,29,29,0,0:00am-0:59am,27,27,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,91,Not Reported,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,888888888888,Not Reported,9998,Not Reported,99998,Not Reported,99998,Not Reported,998,Not Reported,97,Not Reported,997,98,Not Reported,0,Not Applicable,98,Not Reported,98,Not Reported,0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,99999999999,Unknown,99,Unknown,999999999,Unknown,99,Unknown,99,Unknown,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,8,Not Reported,99,Reported as Unknown,8,Not Reported,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,97997,Not Reported Not Reported,8,8,8,8,8,8,8,8,8,8,8,8,0
26,Michigan,260800,2,1,10,October,24,24,10,10:00am-10:59am,30,30,33,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,26,Michigan,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,3FAHP0HA8AR4,3FAHP0HA8AR4,2010,2010,460,Ford,1780,Fusion,13,Sedan/Saloon,12,Ford,23,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,3,3 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,12023,Ford Fusion,3,F,A,H,P,0,H,A,8,A,R,4,0
26,Michigan,260819,2,1,10,October,24,24,13,1:00pm-1:59pm,43,43,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,26,Michigan,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1G6EL12Y41B1,1G6EL12Y41B1,2001,2001,469,Cadillac,8989,Eldorado,3,Coupe,19,Cadillac,5,2,"2-door sedan,hardtop,coupe",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,19005,Cadillac Eldorado,1,G,6,E,L,1,2,Y,4,1,B,1,0
26,Michigan,260819,3,1,10,October,24,24,13,1:00pm-1:59pm,43,43,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,01,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,26,Michigan,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1FTFW1E59MKD,1FTFW1E59MKD,2021,2021,460,Ford,1801,F-150,60,Pickup,12,Ford,481,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,12481,Ford F-Series pickup,1,F,T,F,W,1,E,5,9,M,K,D,0
26,Michigan,260855,2,1,10,October,13,13,23,11:00pm-11:59pm,13,13,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,26,Michigan,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,3GTU9CET9MG4,3GTU9CET9MG4,2021,2021,472,GMC,1857,Sierra,60,Pickup,23,GMC,481,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,8,Not Reported,11,11 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,23481,"GMC C, K, R, V-series pickup/     Sierra",3,G,T,U,9,C,E,T,9,M,G,4,0
26,Michigan,260855,3,1,10,October,13,13,23,11:00pm-11:59pm,13,13,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,26,Michigan,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1FAFP55294G1,1FAFP55294G1,2004,2004,460,Ford,1782,Taurus,13,Sedan/Saloon,12,Ford,17,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,7,Not Applicable,98,Not Reported,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,0,No or Not Reported,12017,Ford Taurus/Taurus X,1,F,A,F,P,5,5,2,9,4,G,1,0
26,Michigan,260874,3,2,11,November,26,26,21,9:00pm-9:59pm,15,15,12,Motor Vehicle In-Transport,6,Angle,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,26,Michigan,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,3GNAXSEV4JL1,3GNAXSEV4JL1,2018,2018,467,Chevrolet,1847,Equinox,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),20,Chevrolet,404,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,8,Not Reported,12,12 Clock Point,2,Minor Damage,5,Not Towed,14,Parked Motor Vehicle,0,No or Not Reported,20404,Chevrolet Equinox,3,G,N,A,X,S,E,V,4,J,L,1,0
26,Michigan,260874,4,2,11,November,26,26,21,9:00pm-9:59pm,15,15,12,Motor Vehicle In-Transport,6,Angle,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,26,Michigan,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1GKDT13S8523,1GKDT13S8523,2005,2005,472,GMC,4507,Envoy,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),23,GMC,401,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,8,Not Reported,9,9 Clock Point,2,Minor Damage,5,Not Towed,14,Parked Motor Vehicle,0,No or Not Reported,23401,GMC Jimmy/Typhoon/Envoy,1,G,K,D,T,1,3,S,8,5,2,3,0
26,Michigan,260906,2,1,12,December,3,3,17,5:00pm-5:59pm,17,17,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,26,Michigan,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1HTKHPVM0KH6,1HTKHPVM0KH6,2019,2019,472,GMC,16264,Silverado Medium Duty (GM515),63,Incomplete - Chassis Cab (Single Cab),20,Chevrolet,881,62,"Single-unit straight truck or Cab-Chassis (GVWR range 19,501 to 26,000 lbs.)",997,Other (Specify:),16,"Class 6: 19,501 - 26,000 lbs. (8,845 - 11,794 kg)",16,"Class 6: 19,501 - 26,000 lbs. (8,845 - 11,794 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,57001628062,57001628062,57,US DOT,001628062,001628062,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",96,No Cargo Body Type,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,12,Towing  Incident Response,0,Not Applicable,8,Not Reported,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,20881,Chevrolet Medium/Heavy  CBE,1,H,T,K,H,P,V,M,0,K,H,6,0
26,Michigan,260940,3,2,12,December,17,17,22,10:00pm-10:59pm,25,25,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,26,Michigan,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,3CZRU6H56JG7,3CZRU6H56JG7,2018,2018,474,Honda,9212,HR-V,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),37,Honda,404,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,8,Not Reported,3,3 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,37404,Honda HR-V,3,C,Z,R,U,6,H,5,6,J,G,7,0
26,Michigan,261006,3,2,11,November,12,12,17,5:00pm-5:59pm,20,20,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,26,Michigan,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1FMYU94125KA,1FMYU94125KA,2005,2005,460,Ford,1798,Escape,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,Ford,402,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,99,Reported as Unknown,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,12402,Ford Escape,1,F,M,Y,U,9,4,1,2,5,K,A,0
27,Minnesota,270030,2,1,2,February,23,23,13,1:00pm-1:59pm,11,11,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1FUJGLDR6BSA,1FUJGLDR6BSA,2011,2011,450,Freightliner,2501,Cascadia,66,Truck-Tractor,82,Freightliner,881,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,Not Applicable,18,"Class 8: 33,001 lbs. and above (14,969 kg and above)",18,"Class 8: 33,001 lbs. and above (14,969 kg and above)",1,One Trailer,888888888888,Not Reported,777777777777,No Trailing Units,777777777777,No Trailing Units,98,Not Reported,77,No Trailing Units,77,No Trailing Units,573512111,573512111,57,US DOT,3512111,3512111,6,Truck Tractor/Semi-Trailer,1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,8,Not Reported,6,6 Clock Point,2,Minor Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,82881,Freightliner Medium/Heavy - CBE,1,F,U,J,G,L,D,R,6,B,S,A,0
27,Minnesota,270047,3,2,2,February,25,25,18,6:00pm-6:59pm,30,30,12,Motor Vehicle In-Transport,2,Front-to-Front,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,27,Minnesota,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,3GCPKSE70DG1,3GCPKSE70DG1,2013,2013,467,Chevrolet,1850,Silverado,60,Pickup,20,Chevrolet,481,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,7,Not Applicable,7,7 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,20481,"Chevrolet C, K, R, V-series pickup/Silverado",3,G,C,P,K,S,E,7,0,D,G,1,0
27,Minnesota,270047,4,2,2,February,25,25,18,6:00pm-6:59pm,30,30,12,Motor Vehicle In-Transport,2,Front-to-Front,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,27,Minnesota,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,3GCPKSE77DG2,3GCPKSE77DG2,2013,2013,467,Chevrolet,1850,Silverado,60,Pickup,20,Chevrolet,481,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,7,Not Applicable,9,9 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,20481,"Chevrolet C, K, R, V-series pickup/Silverado",3,G,C,P,K,S,E,7,7,D,G,2,0
27,Minnesota,270204,2,1,8,August,3,3,0,0:00am-0:59am,30,30,18,Other Object (not fixed),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,27,Minnesota,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,3MEHM07ZX7R6,3MEHM07ZX7R6,2007,2007,465,Mercury,1793,Milan,13,Sedan/Saloon,14,Mercury,21,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,7,Not Applicable,7,7 Clock Point,4,Functional Damage,5,Not Towed,18,Other Object (not fixed),0,No or Not Reported,14021,Mercury Milan,3,M,E,H,M,0,7,Z,X,7,R,6,0
27,Minnesota,270204,3,1,8,August,3,3,0,0:00am-0:59am,30,30,18,Other Object (not fixed),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,27,Minnesota,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1FTMF1CM6BKD,1FTMF1CM6BKD,2011,2011,460,Ford,1801,F-150,60,Pickup,12,Ford,481,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,7,Not Applicable,8,8 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,12481,Ford F-Series pickup,1,F,T,M,F,1,C,M,6,B,K,D,0
27,Minnesota,270257,3,2,9,September,9,9,12,12:00pm-12:59pm,29,29,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,27,Minnesota,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,3GCRKSE36AG2,3GCRKSE36AG2,2010,2010,467,Chevrolet,1850,Silverado,60,Pickup,20,Chevrolet,481,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,7,Not Applicable,7,7 Clock Point,0,No Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,20481,"Chevrolet C, K, R, V-series pickup/Silverado",3,G,C,R,K,S,E,3,6,A,G,2,0
